id,title,year,web_url,venue,track,abstract,has_claim,has_claim_e,has_claim_w,introduces_dataset,introduces_dataset_e,introduces_dataset_w,claim_related_to_e,claim_related_to_w,has_typ_justification_e,has_typ_justification_w,justification_e,justification_w,iso_codes_e,iso_codes_w,iso_codes,isos_wals,n_langs,mpd,mpd_missing,mpd_low_cov,gb_complete_cov,gb_incomplete_cov,gb_coverage,gb_missing
2021.starsem-1.22,Inducing Language-Agnostic Multilingual Representations,2021-01-01,https://aclanthology.org/2021.starsem-1.22/,starsem,,"Cross-lingual representations have the potential to make NLP techniques available to the vast majority of languages in the world. However, they currently require large pretraining corpora or access to typologically similar languages. In this work, we address these obstacles by removing language identity signals from multilingual embeddings. We examine three approaches for this: (i) re-aligning the vector spaces of target languages (all together) to a pivot source language; (ii) removing language-specific means and variances, which yields better discriminativeness of embeddings as a by-product; and (iii) increasing input similarity across languages by removing morphological contractions and sentence reordering. We evaluate on XNLI and reference-free MT evaluation across 19 typologically diverse languages. Our findings expose the limitations of these approaches—unlike vector normalization, vector space re-alignment and text normalization do not achieve consistent gains across encoders and languages. Due to the approaches’ additive effects, their combination decreases the cross-lingual transfer gap by 8.9 points (m-BERT) and 18.2 points (XLM-R) on average across all tasks and languages, however.",1,1,1,0,0,0,p,p,,1,n,i,"afr,ben,deu,eng,est,fil,fin,fra,hin,hun,ind,ita,jav,mar,nld,por,spa,urd,zsm","afr,ben,deu,eng,est,fil,fin,fra,hin,hun,ind,ita,jav,mar,msa,nld,por,spa,urd","afr,ben,deu,eng,est,fil,fin,fra,hin,hun,ind,ita,jav,mar,nld,por,spa,urd,zsm","afr,ben,deu,eng,ekk,tgl,fin,fra,hin,hun,ind,ita,jav,mar,nld,por,spa,urd,zsm",19,0.639350292397661,0,0,147,48,0.753846153846154,0
P19-1341,A Multilingual BPE Embedding Space for Universal Sentiment Lexicon Induction,2019-01-01,https://aclanthology.org/P19-1341/,acl,,"We present a new method for sentiment lexicon induction that is designed to be applicable to the entire range of typological diversity of the world’s languages. We evaluate our method on Parallel Bible Corpus+ (PBC+), a parallel corpus of 1593 languages. The key idea is to use Byte Pair Encodings (BPEs) as basic units for multilingual embeddings. Through zero-shot transfer from English sentiment, we learn a seed lexicon for each language in the domain of PBC+. Through domain adaptation, we then generalize the domain-specific lexicon to a general one. We show – across typologically diverse languages in PBC+ – good quality of seed and general-domain sentiment lexicons by intrinsic and extrinsic and by automatic and human evaluation. We make freely available our code, seed sentiment lexicons for all 1593 languages and induced general-domain sentiment lexicons for 200 languages.",1,1,1,0,1,0,p,p,0,0,i,n,"bul,deu,hrv,hun,pol,por,rus,slk,slv,spa,sqi,srp,swe",,"bul,deu,hrv,hun,pol,por,rus,slk,slv,spa,sqi,srp,swe","bul,deu,hrv,hun,pol,por,rus,slk,slv,spa,sqi,srp,swe",13,0.572031818181818,0,1,128,67,0.656410256410256,0
P19-1383,Is Word Segmentation Child’s Play in All Languages?,2019-01-01,https://aclanthology.org/P19-1383/,acl,,"When learning language, infants need to break down the flow of input speech into minimal word-like units, a process best described as unsupervised bottom-up segmentation. Proposed strategies include several segmentation algorithms, but only cross-linguistically robust algorithms could be plausible candidates for human word learning, since infants have no initial knowledge of the ambient language. We report on the stability in performance of 11 conceptually diverse algorithms on a selection of 8 typologically distinct languages. The results consist evidence that some segmentation algorithms are cross-linguistically valid, thus could be considered as potential strategies employed by all infants.",1,1,1,0,0,0,p,p,1,1,i,i,"ind,inu,jpn,rus,ses,tur,yuc,zho","iku,ind,jpn,rus,sot,tur,yua,zho","iku,ind,jpn,rus,sot,tur,yua,zho","iku,ind,jpn,rus,sot,tur,yua,cmn",8,0.677071428571429,0,1,144,51,0.738461538461539,1
2021.tacl-1.1,Reducing Confusion in Active Learning for Part-Of-Speech Tagging,2021-01-01,https://aclanthology.org/2021.tacl-1.1/,tacl,,"Active learning (AL) uses a data selection algorithm to select useful training samples to minimize annotation cost. This is now an essential tool for building low-resource syntactic analyzers such as part-of-speech (POS) taggers. Existing AL heuristics are generally designed on the principle of selecting uncertain yet representative training instances, where annotating these instances may reduce a large number of errors. However, in an empirical study across six typologically diverse languages (German, Swedish, Galician, North Sami, Persian, and Ukrainian), we found the surprising result that even in an oracle scenario where we know the true uncertainty of predictions, these current heuristics are far from optimal. Based on this analysis, we pose the problem of AL as selecting instances that maximally reduce the confusion between particular pairs of output tags. Extensive experimentation on the aforementioned languages shows that our proposed AL strategy outperforms other AL strategies by a significant margin. We also present auxiliary results demonstrating the importance of proper calibration of models, which we ensure through cross-view training, and analysis demonstrating how our proposed strategy selects examples that more closely follow the oracle data distribution. The code is publicly released here.1",1,1,1,0,0,0,p,p,1,0,i,n,"deu,fas,glg,sme,swe,ukr","deu,fas,glg,sme,swe,ukr","deu,fas,glg,sme,swe,ukr","deu,pes,glg,sme,swe,ukr",6,0.6437,0,0,98,97,0.502564102564103,0
2021.tacl-1.25,Parameter Space Factorization for Zero-Shot Learning across Tasks and Languages,2021-01-01,https://aclanthology.org/2021.tacl-1.25/,tacl,,"Most combinations of NLP tasks and language varieties lack in-domain examples for supervised training because of the paucity of annotated data. How can neural models make sample-efficient generalizations from task–language combinations with available data to low-resource ones? In this work, we propose a Bayesian generative model for the space of neural parameters. We assume that this space can be factorized into latent variables for each language and each task. We infer the posteriors over such latent variables based on data from seen task–language combinations through variational inference. This enables zero-shot classification on unseen combinations at prediction time. For instance, given training data for named entity recognition (NER) in Vietnamese and for part-of-speech (POS) tagging in Wolof, our model can perform accurate predictions for NER in Wolof. In particular, we experiment with a typologically diverse sample of 33 languages from 4 continents and 11 families, and show that our model yields comparable or better results than state-of-the-art, zero-shot cross-lingual transfer methods. Our code is available at github.com/cambridgeltl/parameter-factorization.",1,1,1,0,0,0,p,p,0,1,i,i,"aii,amh,ara,bam,cym,est,eus,fao,fil,fin,glg,gun,heb,hsb,hun,hye,ind,kaz,kmr,kor,kpv,mlt,myv,sme,tam,tel,tha,tur,uig,vie,wol,yor,yue","amh,ara,bam,cym,est,eus,fao,fil,fin,glg,gun,heb,hsb,hun,hye,ind,kaz,kmr,kor,kpv,mlt,myv,tam,tel,tha,tur,uig,vie,wol,yor,yue","aii,amh,ara,bam,cym,est,eus,fao,fil,fin,glg,gun,heb,hsb,hun,hye,ind,kaz,kmr,kor,kpv,mlt,myv,sme,tam,tel,tha,tur,uig,vie,wol,yor,yue","aii,amh,arb,bam,cym,ekk,eus,fao,tgl,fin,glg,gun,heb,hsb,hun,hye,ind,kaz,kmr,kor,kpv,mlt,myv,sme,tam,tel,tha,tur,uig,vie,wol,yor,yue",33,0.713741290322581,0,2,175,20,0.897435897435898,0
2021.tacl-1.82,MKQA: A Linguistically Diverse Benchmark for Multilingual Open Domain Question Answering,2021-01-01,https://aclanthology.org/2021.tacl-1.82/,tacl,,"Progress in cross-lingual modeling depends on challenging, realistic, and diverse evaluation sets. We introduce Multilingual Knowledge Questions and Answers (MKQA), an open- domain question answering evaluation set comprising 10k question-answer pairs aligned across 26 typologically diverse languages (260k question-answer pairs in total). Answers are based on heavily curated, language- independent data representation, making results comparable across languages and independent of language-specific passages. With 26 languages, this dataset supplies the widest range of languages to-date for evaluating question answering. We benchmark a variety of state- of-the-art methods and baselines for generative and extractive question answering, trained on Natural Questions, in zero shot and translation settings. Results indicate this dataset is challenging even in English, but especially in low-resource languages.1",1,1,1,1,1,1,b,d,0,1,i,f,"ara,cmn,dan,deu,eng,fin,fra,heb,hun,ita,jpn,khm,kor,nld,nob,pol,por,rus,spa,swe,tha,tur,vie,yue,zsm","ara,dan,deu,eng,fin,fra,heb,hun,ita,jpn,khm,kor,mal,nld,nor,pol,por,rus,spa,swe,tha,tur,vie,zho","ara,dan,deu,eng,fin,fra,heb,hun,ita,jpn,khm,kor,nld,nor,pol,por,rus,spa,swe,tha,tur,vie,yue,zho,zsm","arb,dan,deu,eng,fin,fra,heb,hun,ita,jpn,khm,kor,nld,nor,pol,por,rus,spa,swe,tha,tur,vie,yue,cmn,zsm",25,0.612549,0,0,174,21,0.892307692307692,0
2020.lrec-1.20,The ACQDIV Corpus Database and Aggregation Pipeline,2020-01-01,https://aclanthology.org/2020.lrec-1.20/,lrec,,"We present the ACQDIV corpus database and aggregation pipeline, a tool developed as part of the European Research Council (ERC) funded project ACQDIV, which aims to identify the universal cognitive processes that allow children to acquire any language. The corpus database represents 15 corpora from 14 typologically maximally diverse languages. Here we give an overview of the project, database, and our extensible software package for adding more corpora to the current language sample. Lastly, we discuss how we use the corpus database to mine for universal patterns in child language acquisition corpora and we describe avenues for future research.",1,1,1,1,1,1,d,d,1,1,i,i,"byx,cre,ctn,eng,ike,ind,jpn,mux,roh,rus,sot,tur,yua,yuw","byx,cre,ctn,eng,ike,ind,jpn,mux,roh,rus,sot,tur,yua,yuw","byx,cre,ctn,eng,ike,ind,jpn,mux,roh,rus,sot,tur,yua,yuw","byx,cre,ctn,eng,ike,ind,jpn,mux,roh,rus,sot,tur,yua,yuw",14,0.727749090909091,0,3,164,31,0.841025641025641,0
2020.lrec-1.493,Morphological Segmentation for Low Resource Languages,2020-01-01,https://aclanthology.org/2020.lrec-1.493/,lrec,,"This paper describes a new morphology resource created by Linguistic Data Consortium and the University of Pennsylvania for the DARPA LORELEI Program. The data consists of approximately 2000 tokens annotated for morphological segmentation in each of 9 low resource languages, along with root information for 7 of the languages. The languages annotated show a broad diversity of typological features. A minimal annotation scheme for segmentation was developed such that it could capture the patterns of a wide range of languages and also be performed reliably by non-linguist annotators. The basic annotation guidelines were designed to be language-independent, but included language-specific morphological paradigms and other specifications. The resulting annotated corpus is designed to support and stimulate the development of unsupervised morphological segmenters and analyzers by providing a gold standard for their evaluation on a more typologically diverse set of languages than has previously been available. By providing root annotation, this corpus is also a step toward supporting research in identifying richer morphological structures than simple morpheme boundaries.",1,1,1,1,1,1,b,d,1,1,i,i,"aka,fil,hin,hun,ind,rus,spa,swa,tam","aka,fil,hin,hun,ind,rus,spa,swa,tam","aka,fil,hin,hun,ind,rus,spa,swa,tam","aka,tgl,hin,hun,ind,rus,spa,swh,tam",9,0.651458333333333,0,0,142,53,0.728205128205128,0
2020.lrec-1.879,"MorphAGram, Evaluation and Framework for Unsupervised Morphological Segmentation",2020-01-01,https://aclanthology.org/2020.lrec-1.879/,lrec,,"Computational morphological segmentation has been an active research topic for decades as it is beneficial for many natural language processing tasks. With the high cost of manually labeling data for morphology and the increasing interest in low-resource languages, unsupervised morphological segmentation has become essential for processing a typologically diverse set of languages, whether high-resource or low-resource. In this paper, we present and release MorphAGram, a publicly available framework for unsupervised morphological segmentation that uses Adaptor Grammars (AG) and is based on the work presented by Eskander et al. (2016). We conduct an extensive quantitative and qualitative evaluation of this framework on 12 languages and show that the framework achieves state-of-the-art results across languages of different typologies (from fusional to polysynthetic and from high-resource to low-resource).",1,1,1,1,1,1,d,b,1,1,i,l,"ara,azd,deu,eng,est,fin,hch,kat,mfy,nah,tur,zul","ara,azd,deu,eng,est,fin,hch,kat,mfy,tur,zul","ara,azd,deu,eng,est,fin,hch,kat,mfy,ngu,tur,zul","arb,azd,deu,eng,ekk,fin,hch,kat,mfy,ngu,tur,zul",12,0.717205454545455,0,1,146,49,0.748717948717949,0
2023.emnlp-main.19,Understanding Compositional Data Augmentation in Typologically Diverse Morphological Inflection,2023-01-01,https://aclanthology.org/2023.emnlp-main.19/,emnlp,,"Data augmentation techniques are widely used in low-resource automatic morphological inflection to address the issue of data sparsity. However, the full implications of these techniques remain poorly understood. In this study, we aim to shed light on the theoretical aspects of the data augmentation strategy StemCorrupt, a method that generates synthetic examples by randomly substituting stem characters in existing gold standard training examples. Our analysis uncovers that StemCorrupt brings about fundamental changes in the underlying data distribution, revealing inherent compositional concatenative structure. To complement our theoretical analysis, we investigate the data-efficiency of StemCorrupt. Through evaluation across a diverse set of seven typologically distinct languages, we demonstrate that selecting a subset of datapoints with both high diversity and high predictive uncertainty significantly enhances the data-efficiency of compared to competitive baselines. Furthermore, we explore the impact of typological features on the choice of augmentation strategy and find that languages incorporating non-concatenativity, such as morphonological alternations, derive less benefit from synthetic examples with high predictive uncertainty. We attribute this effect to phonotactic violations induced by StemCorrupt, emphasizing the need for further research to ensure optimal performance across the entire spectrum of natural language morphology.",1,1,1,1,1,0,p,b,0,1,l,l,"ara,ben,fin,kat,nav,spa,tur","ara,ben,fin,kat,nav,spa,tur","ara,ben,fin,kat,nav,spa,tur","arb,ben,fin,kat,nav,spa,tur",7,0.660085714285714,0,0,130,65,0.666666666666667,0
2023.emnlp-main.350,Controllable Contrastive Generation for Multilingual Biomedical Entity Linking,2023-01-01,https://aclanthology.org/2023.emnlp-main.350/,emnlp,,"Multilingual biomedical entity linking (MBEL) aims to map language-specific mentions in the biomedical text to standardized concepts in a multilingual knowledge base (KB) such as Unified Medical Language System (UMLS). In this paper, we propose Con2GEN, a prompt-based controllable contrastive generation framework for MBEL, which summarizes multidimensional information of the UMLS concept mentioned in biomedical text into a natural sentence following a predefined template. Instead of tackling the MBEL problem with a discriminative classifier, we formulate it as a sequence-to-sequence generation task, which better exploits the shared dependencies between source mentions and target entities. Moreover, Con2GEN matches against UMLS concepts in as many languages and types as possible, hence facilitating cross-information disambiguation. Extensive experiments show that our model achieves promising performance improvements compared with several state-of-the-art techniques on the XL-BEL and the Mantra GSC datasets spanning 12 typologically diverse languages.",1,1,1,0,0,0,p,p,0,0,n,n,"deu,eng,fin,fra,jpn,kor,nld,rus,spa,tha,tur,zho","deu,eng,fin,fra,jpn,kor,nld,rus,spa,tha,tur,zho","deu,eng,fin,fra,jpn,kor,nld,rus,spa,tha,tur,zho","deu,eng,fin,fra,jpn,kor,nld,rus,spa,tha,tur,cmn",12,0.577078787878788,0,0,145,50,0.743589743589744,0
2023.emnlp-main.595,On Bilingual Lexicon Induction with Large Language Models,2023-01-01,https://aclanthology.org/2023.emnlp-main.595/,emnlp,,"Bilingual Lexicon Induction (BLI) is a core task in multilingual NLP that still, to a large extent, relies on calculating cross-lingual word representations. Inspired by the global paradigm shift in NLP towards Large Language Models (LLMs), we examine the potential of the latest generation of LLMs for the development of bilingual lexicons. We ask the following research question: Is it possible to prompt and fine-tune multilingual LLMs (mLLMs) for BLI, and how does this approach compare against and complement current BLI approaches? To this end, we systematically study 1) zero-shot prompting for unsupervised BLI and 2) few-shot in-context prompting with a set of seed translation pairs, both without any LLM fine-tuning, as well as 3) standard BLI-oriented fine-tuning of smaller LLMs. We experiment with 18 open-source text-to-text mLLMs of different sizes (from 0.3B to 13B parameters) on two standard BLI benchmarks covering a range of typologically diverse languages. Our work is the first to demonstrate strong BLI capabilities of text-to-text mLLMs. The results reveal that few-shot prompting with in-context examples from nearest neighbours achieves the best performance, establishing new state-of-the-art BLI scores for many language pairs. We also conduct a series of in-depth analyses and ablation studies, providing more insights on BLI with (m)LLMs, also along with their limitations.",1,1,1,0,0,0,p,p,0,0,n,n,"bul,cat,deu,eng,fra,hun,ita,rus","bul,cat,deu,eng,fin,fra,hrv,hun,ita,rus,tur","bul,cat,deu,eng,fin,fra,hrv,hun,ita,rus,tur","bul,cat,deu,eng,fin,fra,hrv,hun,ita,rus,tur",11,0.5813,0,0,127,68,0.651282051282051,0
2023.emnlp-main.614,Do All Languages Cost the Same? Tokenization in the Era of Commercial Language Models,2023-01-01,https://aclanthology.org/2023.emnlp-main.614/,emnlp,,"Language models have graduated from being research prototypes to commercialized products offered as web APIs, and recent works have highlighted the multilingual capabilities of these products. The API vendors charge their users based on usage, more specifically on the number of “tokens” processed or generated by the underlying language models. What constitutes a token, however, is training data and model dependent with a large variance in the number of tokens required to convey the same information in different languages. In this work, we analyze the effect of this non-uniformity on the fairness of an API’s pricing policy across languages. We conduct a systematic analysis of the cost and utility of OpenAI’s language model API on multilingual benchmarks in 22 typologically diverse languages. We show evidence that speakers of a large number of the supported languages are overcharged while obtaining poorer results. These speakers tend to also come from regions where the APIs are less affordable, to begin with. Through these analyses, we aim to increase transparency around language model APIs’ pricing policies and encourage the vendors to make them more equitable.",1,1,1,0,0,0,p,p,0,0,n,n,,"afr,asm,bel,ben,bos,bul,cat,ces,cym,dan,deu,ell,eng,epo,est,eus,fil,fin,fra,gla,gle,glg,guj,heb,hin,hrv,hun,hye,ind,isl,ita,jav,jpn,kan,kat,kaz,khm,kir,kor,lit,mal,mar,mkd,nld,pan,pol,por,ron,rus,san,sin,slk,slv,som,spa,srp,sun,swe,tam,tel,tha,tur,uig,ukr,urd,vie,zho","afr,asm,bel,ben,bos,bul,cat,ces,cym,dan,deu,ell,eng,epo,est,eus,fil,fin,fra,gla,gle,glg,guj,heb,hin,hrv,hun,hye,ind,isl,ita,jav,jpn,kan,kat,kaz,khm,kir,kor,lit,mal,mar,mkd,nld,pan,pol,por,ron,rus,san,sin,slk,slv,som,spa,srp,sun,swe,tam,tel,tha,tur,uig,ukr,urd,vie,zho","afr,asm,bel,ben,bos,bul,cat,ces,cym,dan,deu,ell,eng,epo,ekk,eus,tgl,fin,fra,gla,gle,glg,guj,heb,hin,hrv,hun,hye,ind,isl,ita,jav,jpn,kan,kat,kaz,khm,kir,kor,lit,mal,mar,mkd,nld,pan,pol,por,ron,rus,san,sin,slk,slv,som,spa,srp,sun,swe,tam,tel,tha,tur,uig,ukr,urd,vie,cmn",67,0.657782843822844,0,1,181,14,0.928205128205128,0
D19-1102,A systematic comparison of methods for low-resource dependency parsing on genuinely low-resource languages,2019-01-01,https://aclanthology.org/D19-1102/,"emnlp, ijcnlp",,"Parsers are available for only a handful of the world’s languages, since they require lots of training data. How far can we get with just a small amount of training data? We systematically compare a set of simple strategies for improving low-resource parsers: data augmentation, which has not been tested before; cross-lingual training; and transliteration. Experimenting on three typologically diverse low-resource languages—North Sámi, Galician, and Kazah—We find that (1) when only the low-resource treebank is available, data augmentation is very helpful; (2) when a related high-resource treebank is available, cross-lingual training is helpful and complements data augmentation; and (3) when the high-resource treebank uses a different writing system, transliteration into a shared orthographic spaces is also very helpful.",1,1,1,0,0,0,p,p,0,1,n,l,"glg,kaz,sme","glg,kaz,sme","glg,kaz,sme","glg,kaz,sme",3,0.857833333333333,0,0,52,143,0.266666666666667,0
D19-1288,Towards Zero-shot Language Modeling,2019-01-01,https://aclanthology.org/D19-1288/,"emnlp, ijcnlp",,"Can we construct a neural language model which is inductively biased towards learning human language? Motivated by this question, we aim at constructing an informative prior for held-out languages on the task of character-level, open-vocabulary language modelling. We obtain this prior as the posterior over network weights conditioned on the data from a sample of training languages, which is approximated through Laplace’s method. Based on a large and diverse sample of languages, the use of our prior outperforms baseline models with an uninformative prior in both zero-shot and few-shot settings, showing that the prior is imbued with universal linguistic knowledge. Moreover, we harness broad language-specific information available for most languages of the world, i.e., features from typological databases, as distant supervision for held-out languages. We explore several language modelling conditioning techniques, including concatenation and meta-networks for parameter generation. They appear beneficial in the few-shot setting, but ineffective in the zero-shot setting. Since the paucity of even plain digital text affects the majority of the world’s languages, we hope that these insights will broaden the scope of applications for language technology.",1,1,1,0,0,0,p,p,0,0,i,n,"acu,afr,agr,ake,amu,bsn,cak,ceb,ces,cha,chq,cjp,cni,dan,deu,dik,dje,djk,dop,eng,epo,est,eus,ewe,fil,fin,fra,gbi,gla,glv,hat,hrv,hun,ind,isl,ita,jak,jiv,kab,kbh,kek,lat,lav,lit,mam,mri,nhg,nld,nor,pck,plt,pol,por,pot,ppk,quc,que,rom,ron,shi,slk,slv,sna,som,spa,sqi,srp,ssw,swe,tmh,tur,usp,vie,wal,wol,xho,zul","acu,afr,agr,ake,amu,bsn,cak,ceb,ces,cha,chq,cip,cni,dan,deu,dik,dje,djk,dop,eng,epo,est,eus,ewe,fil,fin,fra,gbi,gla,glv,hat,hrv,hun,ind,isl,ita,jak,jiv,kab,kbh,kek,lat,lav,lit,mam,mri,nhg,nld,nor,pck,plt,pol,por,pot,ppk,quc,quw,rom,ron,shi,slk,slv,sna,som,spa,sqi,srp,ssw,swe,tmh,tur,usp,vie,wal,wol,xho,zul","acu,afr,agr,ake,amu,bsn,cak,ceb,ces,cha,chq,cjp,cni,dan,deu,dik,dje,djk,dop,eng,epo,est,eus,ewe,fil,fin,fra,gbi,gla,glv,hat,hrv,hun,ind,isl,ita,jak,jiv,kab,kbh,kek,lat,lav,lit,mam,mri,nhg,nld,nor,pck,plt,pol,por,pot,ppk,quc,quw,rom,ron,shi,slk,slv,sna,som,spa,sqi,srp,ssw,swe,tmh,tur,usp,vie,wal,wol,xho,zul","acu,afr,agr,ake,amu,bsn,cak,ceb,ces,cha,chq,cjp,cpx,dan,deu,dik,dje,djk,dop,eng,epo,ekk,eus,ewe,tgl,fin,fra,gbi,gla,glv,hat,hrv,hun,ind,isl,ita,jak,jiv,kab,kbh,kek,lat,lav,lit,mam,mri,nhg,nld,nor,pck,plt,pol,por,pot,ppk,quc,quw,rom,ron,shi,slk,slv,sna,som,spa,sqi,srp,ssw,swe,tmh,tur,usp,vie,wal,wol,xho,zul",77,0.714621115013169,0,9,183,12,0.938461538461539,0
2022.naacl-main.176,Combating the Curse of Multilinguality in Cross-Lingual WSD by Aligning Sparse Contextualized Word Representations,2022-01-01,https://aclanthology.org/2022.naacl-main.176/,naacl,,"In this paper, we advocate for using large pre-trained monolingual language models in cross lingual zero-shot word sense disambiguation (WSD) coupled with a contextualized mapping mechanism. We also report rigorous experiments that illustrate the effectiveness of employing sparse contextualized word representations obtained via a dictionary learning procedure. Our experimental results demonstrate that the above modifications yield a significant improvement of nearly 6.5 points of increase in the average F-score (from 62.0 to 68.5) over a collection of 17 typologically diverse set of target languages. We release our source code for replicating our experiments at https://github.com/begab/sparsity_makes_sense.",1,1,1,0,0,0,p,p,0,0,n,n,"bul,cat,dan,deu,est,eus,fra,glg,hrv,hun,ita,jpn,kor,nld,slv,spa,zho","bul,cat,dan,deu,est,eus,fra,glg,hrv,hun,ita,jpn,kor,nld,slv,spa,zho","bul,cat,dan,deu,est,eus,fra,glg,hrv,hun,ita,jpn,kor,nld,slv,spa,zho","bul,cat,dan,deu,ekk,eus,fra,glg,hrv,hun,ita,jpn,kor,nld,slv,spa,cmn",17,0.613960294117647,0,0,154,41,0.78974358974359,0
2022.naacl-main.270,Multi2WOZ: A Robust Multilingual Dataset and Conversational Pretraining for Task-Oriented Dialog,2022-01-01,https://aclanthology.org/2022.naacl-main.270/,naacl,,"Research on (multi-domain) task-oriented dialog (TOD) has predominantly focused on the English language, primarily due to the shortage of robust TOD datasets in other languages, preventing the systematic investigation of cross-lingual transfer for this crucial NLP application area. In this work, we introduce Multi2WOZ, a new multilingual multi-domain TOD dataset, derived from the well-established English dataset MultiWOZ, that spans four typologically diverse languages: Chinese, German, Arabic, and Russian. In contrast to concurrent efforts, Multi2WOZ contains gold-standard dialogs in target languages that are directly comparable with development and test portions of the English dataset, enabling reliable and comparative estimates of cross-lingual transfer performance for TOD. We then introduce a new framework for multilingual conversational specialization of pretrained language models (PrLMs) that aims to facilitate cross-lingual transfer for arbitrary downstream TOD tasks. Using such conversational PrLMs specialized for concrete target languages, we systematically benchmark a number of zero-shot and few-shot cross-lingual transfer approaches on two standard TOD tasks: Dialog State Tracking and Response Retrieval. Our experiments show that, in most setups, the best performance entails the combination of (i) conversational specialization in the target language and (ii) few-shot transfer for the concrete TOD task. Most importantly, we show that our conversational specialization in the target language allows for an exceptionally sample-efficient few-shot transfer for downstream TOD tasks.",1,1,1,1,1,1,b,b,0,0,i,n,"ara,deu,rus,zho","ara,deu,eng,rus,zho","ara,deu,rus,zho","arb,deu,rus,cmn",4,0.608833333333333,0,0,113,82,0.57948717948718,0
2022.naacl-main.298,Unsupervised Stem-based Cross-lingual Part-of-Speech Tagging for Morphologically Rich Low-Resource Languages,2022-01-01,https://aclanthology.org/2022.naacl-main.298/,naacl,,"Unsupervised cross-lingual projection for part-of-speech (POS) tagging relies on the use of parallel data to project POS tags from a source language for which a POS tagger is available onto a target language across word-level alignments. The projected tags then form the basis for learning a POS model for the target language. However, languages with rich morphology often yield sparse word alignments because words corresponding to the same citation form do not align well. We hypothesize that for morphologically complex languages, it is more efficient to use the stem rather than the word as the core unit of abstraction. Our contributions are: 1) we propose an unsupervised stem-based cross-lingual approach for POS tagging for low-resource languages of rich morphology; 2) we further investigate morpheme-level alignment and projection; and 3) we examine whether the use of linguistic priors for morphological segmentation improves POS tagging. We conduct experiments using six source languages and eight morphologically complex target languages of diverse typologies. Our results show that the stem-based approach improves the POS models for all the target languages, with an average relative error reduction of 10.3% in accuracy per target language, and outperforms the word-based approach that operates on three-times more data for about two thirds of the language pairs we consider. Moreover, we show that morpheme-level alignment and projection and the use of linguistic priors for morphological segmentation further improve POS tagging.",1,1,1,0,0,0,,,1,1,,,,"amh,ara,deu,eng,eus,fin,fra,ind,kat,kaz,rus,spa,tel,tur","amh,ara,deu,eng,eus,fin,fra,ind,kat,kaz,rus,spa,tel,tur","amh,arb,deu,eng,eus,fin,fra,ind,kat,kaz,rus,spa,tel,tur",14,0.638272527472527,0,0,148,47,0.758974358974359,0
2022.naacl-main.386,Syn2Vec: Synset Colexification Graphs for Lexical Semantic Similarity,2022-01-01,https://aclanthology.org/2022.naacl-main.386/,naacl,,"In this paper we focus on patterns of colexification (co-expressions of form-meaning mapping in the lexicon) as an aspect of lexical-semantic organization, and use them to build large scale synset graphs across BabelNet’s typologically diverse set of 499 world languages. We introduce and compare several approaches: monolingual and cross-lingual colexification graphs, popular distributional models, and fusion approaches. The models are evaluated against human judgments on a semantic similarity task for nine languages. Our strong empirical findings also point to the importance of universality of our graph synset embedding representations with no need for any language-specific adaptation when evaluated on the lexical similarity task. The insights of our exploratory investigation of large-scale colexification graphs could inspire significant advances in NLP across languages, especially for tasks involving languages which lack dedicated lexical resources, and can benefit from language transfer from large shared cross-lingual semantic spaces.",1,1,1,0,0,1,p,b,0,0,n,n,"ara,eng,fin,heb,pol,rus,spa,zho",,"ara,eng,fin,heb,pol,rus,spa,zho","arb,eng,fin,heb,pol,rus,spa,cmn",8,0.536960714285714,0,0,149,46,0.764102564102564,0
N19-1097,A Systematic Study of Leveraging Subword Information for Learning Word Representations,2019-01-01,https://aclanthology.org/N19-1097/,naacl,,"The use of subword-level information (e.g., characters, character n-grams, morphemes) has become ubiquitous in modern word representation learning. Its importance is attested especially for morphologically rich languages which generate a large number of rare words. Despite a steadily increasing interest in such subword-informed word representations, their systematic comparative analysis across typologically diverse languages and different tasks is still missing. In this work, we deliver such a study focusing on the variation of two crucial components required for subword-level integration into word representation models: 1) segmentation of words into subword units, and 2) subword composition functions to obtain final word representations. We propose a general framework for learning subword-informed word representations that allows for easy experimentation with different segmentation and composition components, also including more advanced techniques based on position embeddings and self-attention. Using the unified framework, we run experiments over a large number of subword-informed word representation configurations (60 in total) on 3 tasks (general and rare word similarity, dependency parsing, fine-grained entity typing) for 5 languages representing 3 language types. Our main results clearly indicate that there is no “one-size-fits-all” configuration, as performance is both language- and task-dependent. We also show that configurations based on unsupervised segmentation (e.g., BPE, Morfessor) are sometimes comparable to or even outperform the ones based on supervised word segmentation.",1,1,1,0,0,0,p,p,1,1,n,l,"deu,eng,fin,heb,tur","deu,eng,fin,heb,tur","deu,eng,fin,heb,tur","deu,eng,fin,heb,tur",5,0.55548,0,0,96,99,0.492307692307692,0
